Date,NewPositive,Tested,Nt,Ct,nt,ct,Dnt,Dct,Weekday,Month,Year,Day
2021-05-04,        972,    177.516,177516,972,12.086816024680235,6.879355804460439,-0.0712841223008418,-0.05016096630321076,Tuesday,May,2021,2
2021-05-05,      1.060,    196.366,196366,1060,12.18773554382657,6.966024187106113,0.10091951914633412,0.08666838264567378,Wednesday,May,2021,3
2021-05-06,        884,    234.540,234540,884,12.365381428015056,6.784457062637643,0.17764588418848604,-0.18156712446846957,Thursday,May,2021,4
2021-05-07,        900,    200.150,200150,900,12.20682236442072,6.802394763324311,-0.15855906359433547,0.017937700686667668,Friday,May,2021,5
2021-05-08,        849,    144.938,144938,849,11.884061343754766,6.744059186311348,-0.32276102066595413,-0.05833557701296321,Saturday,May,2021,6
2021-05-09,        799,    162.860,162860,799,12.000646215021122,6.683360945766275,0.11658487126635642,-0.06069824054507311,Sunday,May,2021,7
2021-05-10,      1.135,    209.848,209848,1135,12.254138738099213,7.034387929915503,0.25349252307809067,0.35102698414922884,Monday,May,2021,1
2021-05-11,      1.296,    197.691,197691,1296,12.194460484601995,7.16703787691222,-0.05967825349721778,0.1326499469967164,Tuesday,May,2021,2
2021-05-12,      1.156,    221.294,221294,1156,12.307247413154645,7.052721049232323,0.11278692855264971,-0.1143168276798967,Wednesday,May,2021,3
2021-05-13,        903,    178.538,178538,903,12.092556742699063,6.805722553416985,-0.21469067045558177,-0.24699849581533773,Thursday,May,2021,4
2021-05-14,        872,    167.431,167431,872,12.028326605078037,6.77078942390898,-0.06423013762102592,-0.034933129508005756,Friday,May,2021,5
2021-05-15,        942,    139.422,139422,942,11.845260584081668,6.848005274576363,-0.18306602099636926,0.07721585066738346,Saturday,May,2021,6
2021-05-16,        922,    168.298,168298,922,12.033491496566992,6.826545223556594,0.18823091248532364,-0.02146005101976911,Sunday,May,2021,7
2021-05-17,      1.147,    203.145,203145,1147,12.22167528875758,7.044905117129371,0.18818379219058912,0.21835989357277708,Monday,May,2021,1
2021-05-18,      1.160,    179.031,179031,1160,12.095314254185753,7.05617528410041,-0.12636103457182735,0.01127016697103933,Tuesday,May,2021,2
2021-05-19,      1.131,    175.790,175790,1131,12.077045379793937,7.030857476116121,-0.01826887439181668,-0.02531780798428951,Wednesday,May,2021,3
2021-05-20,      1.017,    214.379,214379,1017,12.275500755620394,6.92461239604856,0.19845537582645711,-0.10624508006756095,Thursday,May,2021,4
2021-05-21,        824,    185.230,185230,824,12.129353575116768,6.714170529909472,-0.1461471805036254,-0.21044186613908789,Friday,May,2021,5
2021-05-22,        788,    112.611,112611,788,11.631694680857663,6.669498089857879,-0.49765889425910537,-0.044672440051592766,Saturday,May,2021,6
2021-05-23,        801,    133.409,133409,801,11.80117487645478,6.68586094706836,0.16948019559711724,0.016362857210480364,Sunday,May,2021,7
2021-05-24,        864,    148.017,148017,864,11.905082411014654,6.761572768804055,0.10390753455987323,0.07571182173569557,Monday,May,2021,1
2021-05-25,      1.095,    171.121,171121,1095,12.050126187591479,6.9985096422506015,0.14504377657682532,0.23693687344654624,Tuesday,May,2021,2
2021-05-26,      1.192,    151.523,151523,1192,11.92849270759032,7.083387847625295,-0.12163348000115803,0.08487820537469393,Wednesday,May,2021,3
2021-05-27,        997,    200.633,200633,997,12.209232647460823,6.904750769961838,0.28073993987050194,-0.17863707766345716,Thursday,May,2021,4
2021-05-28,        921,    152.516,152516,921,11.935024787558879,6.825460036255307,-0.27420785990194396,-0.07929073370653139,Friday,May,2021,5
2021-05-29,        811,     94.192,94192,811,11.453090531268042,6.698268054115413,-0.4819342562908364,-0.1271919821398937,Saturday,May,2021,6
2021-05-30,        818,    122.760,122760,818,11.717986508733672,6.706862336602747,0.26489597746562943,0.008594282487333516,Sunday,May,2021,7
2021-05-31,      1.012,    149.514,149514,1012,11.915145312913364,6.919683849847411,0.19715880417969167,0.21282151324466447,Monday,May,2021,1
2021-06-01,      1.104,    129.106,129106,1104,11.768389051355086,7.00669522683704,-0.14675626155827715,0.08701137698962924,Tuesday,June,2021,2
2021-06-02,        924,    139.404,139404,924,11.845131471301475,6.828712071641684,0.0767424199463882,-0.17798315519535635,Wednesday,June,2021,3
2021-06-03,        754,    189.226,189226,754,12.150697346877369,6.625392368007956,0.3055658755758941,-0.20331970363372776,Thursday,June,2021,4
2021-06-04,        704,    141.851,141851,704,11.862532489912535,6.556778356158042,-0.2881648569648334,-0.06861401184991411,Friday,June,2021,5
2021-06-05,        623,     78.634,78634,623,11.272559454860433,6.434546518787453,-0.5899730350521022,-0.12223183737058907,Saturday,June,2021,6
2021-06-06,        541,    109.177,109177,541,11.600725697398241,6.293419278846481,0.328166242537808,-0.14112723994097198,Sunday,June,2021,7
2021-06-07,        622,    127.209,127209,622,11.753586682102142,6.432940092739179,0.15286098470390108,0.13952081389269821,Monday,June,2021,1
2021-06-08,        511,    106.165,106165,511,11.572749766615894,6.236369590203704,-0.18083691548624792,-0.19657050253547492,Tuesday,June,2021,2
2021-06-09,        476,    109.298,109298,476,11.60183337573555,6.16541785423142,0.029083609119656018,-0.07095173597228399,Wednesday,June,2021,3
2021-06-10,        418,    154.250,154250,418,11.946329941767635,6.035481432524756,0.3444965660320847,-0.12993642170666408,Thursday,June,2021,4
2021-06-11,        312,    105.588,105588,312,11.56730000743356,5.7430031878094825,-0.37902993433407417,-0.29247824471527384,Friday,June,2021,5
2021-06-12,        245,     57.796,57796,245,10.964674848113502,5.501258210544727,-0.6026251593200591,-0.24174497726475508,Saturday,June,2021,6
2021-06-13,        227,     80.474,80474,227,11.29568942987048,5.424950017481403,0.3310145817569783,-0.07630819306332448,Sunday,June,2021,7
2021-06-14,        312,     94.816,94816,312,11.459693450373292,5.7430031878094825,0.16400402050281215,0.31805317032807956,Monday,June,2021,1
2021-06-15,        305,     87.123,87123,305,11.375076192275671,5.720311776607412,-0.08461725809762122,-0.022691411202070633,Tuesday,June,2021,2
2021-06-16,        286,     89.873,89873,286,11.406152841646398,5.655991810819852,0.031076649370726628,-0.0643199657875595,Wednesday,June,2021,3
2021-06-17,        216,    113.782,113782,216,11.642039615931836,5.375278407684165,0.23588677428543825,-0.28071340313568705,Thursday,June,2021,4
2021-06-18,        200,     82.580,82580,200,11.321522799440082,5.298317366548036,-0.3205168164917538,-0.076961041136129,Friday,June,2021,5
2021-06-19,        172,     50.923,50923,172,10.838069966882449,5.147494476813453,-0.48345283255763327,-0.15082288973458358,Saturday,June,2021,6
2021-06-20,        158,     73.502,73502,158,11.205067895715072,5.062595033026967,0.36699792883262283,-0.08489944378648584,Sunday,June,2021,7
2021-06-21,        193,     77.607,77607,193,11.259412908288544,5.262690188904886,0.05434501257347257,0.2000951558779187,Monday,June,2021,1
2021-06-22,        179,     70.908,70908,179,11.169138541133675,5.187385805840755,-0.09027436715486914,-0.07530438306413068,Tuesday,June,2021,2
2021-06-23,        203,     76.052,76052,203,11.239172595829476,5.313205979041787,0.07003405469580137,0.12582017320103223,Wednesday,June,2021,3
2021-06-24,        218,    116.865,116865,218,11.668774701433069,5.384495062789089,0.4296021056035926,0.0712890837473017,Thursday,June,2021,4
2021-06-25,        194,     87.014,87014,194,11.37382430423079,5.267858159063328,-0.2949503972022782,-0.11663690372576063,Friday,June,2021,5
2021-06-26,        144,     52.419,52419,144,10.867024400007148,4.969813299576001,-0.5067999042236426,-0.2980448594873275,Saturday,June,2021,6
2021-06-27,        184,     64.197,64197,184,11.069711759614258,5.214935757608986,0.20268735960710949,0.24512245803298516,Sunday,June,2021,7
2021-06-28,        288,     78.481,78481,288,11.270611836257963,5.662960480135946,0.20090007664370546,0.44802472252696024,Monday,June,2021,1
2021-06-29,        396,     75.908,75908,396,11.23727735967387,5.981414211254481,-0.033334476584093053,0.3184537311185345,Tuesday,June,2021,2
2021-06-30,        473,     89.971,89971,473,11.407242675165445,6.159095388491933,0.16996531549157545,0.17768117723745203,Wednesday,June,2021,3
2021-07-01,        389,    132.373,132373,389,11.793378974196559,5.963579343618446,0.38613629903111324,-0.19551604487348673,Thursday,July,2021,4
2021-07-02,        370,    110.544,110544,370,11.613168910728577,5.91350300563827,-0.18021006346798174,-0.05007633798017608,Friday,July,2021,5
2021-07-03,        354,     68.793,68793,354,11.138857274559097,5.869296913133774,-0.4743116361694799,-0.04420609250449559,Saturday,July,2021,6
2021-07-04,        404,     79.928,79928,404,11.288881508412855,6.0014148779611505,0.15002423385375785,0.13211796482737626,Sunday,July,2021,7
2021-07-05,        674,     93.855,93855,674,11.449506317100573,6.513230110912307,0.160624808687718,0.5118152329511565,Monday,July,2021,1
2021-07-06,        653,     88.048,88048,653,11.38563739929954,6.481577129276431,-0.06386891780103277,-0.03165298163587593,Tuesday,July,2021,2
2021-07-07,        615,     92.269,92269,615,11.432463502755121,6.421622267806518,0.04682610345558125,-0.05995486146991347,Wednesday,July,2021,3
2021-07-08,        541,    119.401,119401,541,11.690242855114947,6.293419278846481,0.25777935235982596,-0.12820298896003646,Thursday,July,2021,4
2021-07-09,        563,    108.997,108997,563,11.599075637896737,6.333279628139691,-0.09116721721821008,0.039860349293209474,Friday,July,2021,5
2021-07-10,        649,     74.716,74716,649,11.221449538279193,6.47543271670409,-0.3776260996175438,0.1421530885643998,Saturday,July,2021,6
2021-07-11,        919,     76.386,76386,919,11.2435547122897,6.823286122355687,0.022105174010507156,0.3478534056515965,Sunday,July,2021,7
2021-07-12,      1.107,     85.258,85258,1107,11.35343723238514,7.009408932708637,0.10988252009543942,0.1861228103529502,Monday,July,2021,1
2021-07-13,      1.199,     79.946,79946,1199,11.28910668574095,7.089243155027514,-0.06433054664418947,0.07983422231887705,Tuesday,July,2021,2
2021-07-14,      1.188,     86.570,86570,1188,11.368708614209819,7.080026499922591,0.07960192846886827,-0.009216655104923532,Wednesday,July,2021,3
2021-07-15,      1.033,    109.675,109675,1033,11.605276726034415,6.940222469119639,0.23656811182459592,-0.139804030802952,Thursday,July,2021,4
2021-07-16,        804,     99.607,99607,804,11.508987722227586,6.6895992691789665,-0.09628900380682914,-0.25062319994067206,Friday,July,2021,5
2021-07-17,        776,     73.149,73149,776,11.200253735814842,6.654152520183219,-0.30873398641274363,-0.03544674899574751,Saturday,July,2021,6
2021-07-18,        711,     76.985,76985,711,11.25136587666402,6.566672429803241,0.05111214084917748,-0.08748009037997839,Sunday,July,2021,7
2021-07-19,        854,     81.572,81572,854,11.309241344812238,6.74993119378857,0.05787546814821809,0.1832587639853296,Monday,July,2021,1
2021-07-20,        807,     70.235,70235,807,11.15960204126501,6.693323668269949,-0.149639303547227,-0.05660752551862114,Tuesday,July,2021,2
2021-07-21,        798,     71.606,71606,798,11.178934148320488,6.682108597449809,0.01933210705547772,-0.01121507082013995,Wednesday,July,2021,3
2021-07-22,        701,     82.677,82677,701,11.322696728667161,6.55250788703459,0.14376258034667266,-0.12960071041521903,Thursday,July,2021,4
2021-07-23,        730,     75.619,75619,730,11.233462853342674,6.593044534142437,-0.08923387532448679,0.04053664710784677,Friday,July,2021,5
2021-07-24,        631,     52.942,52942,631,10.8769522536848,6.447305862541213,-0.3565105996578737,-0.1457386716012241,Saturday,July,2021,6
2021-07-25,        768,     61.489,61489,768,11.026613576008314,6.643789733147672,0.1496613223235137,0.19648387060645955,Sunday,July,2021,7
2021-07-26,      1.024,     67.244,67244,1024,11.11608307415295,6.931471805599453,0.089469498144636,0.2876820724517808,Monday,July,2021,1
2021-07-27,        964,     58.078,58078,964,10.969542213644063,6.871091294610546,-0.14654086050888715,-0.06038051098890751,Tuesday,July,2021,2
2021-07-28,        975,     63.415,63415,975,11.05745570550153,6.882437470997847,0.08791349185746711,0.011346176387301732,Wednesday,July,2021,3
2021-07-29,        881,     73.528,73528,881,11.205421565037945,6.78105762593618,0.1479658595364146,-0.10137984506166742,Thursday,July,2021,4
2021-07-30,        838,     69.951,69951,838,11.155550275917102,6.731018100482083,-0.04987128912084238,-0.05003952545409707,Friday,July,2021,5
2021-07-31,        744,     53.680,53680,744,10.890795771645564,6.612041034833092,-0.26475450427153824,-0.11897706564899124,Saturday,July,2021,6
2021-08-01,        825,     55.641,55641,825,10.926675618557397,6.715383386334681,0.03587984691183266,0.10334235150158921,Sunday,August,2021,7
2021-08-02,        906,     56.895,56895,906,10.948962742791108,6.80903930604298,0.022287124233711708,0.0936559197082989,Monday,August,2021,1
2021-08-03,        871,     49.699,49699,871,10.81374009115795,6.769641976852503,-0.13522265163315872,-0.03939732919047678,Tuesday,August,2021,2
2021-08-04,        921,     54.786,54786,921,10.911189965844395,6.825460036255307,0.09744987468644517,0.05581805940280393,Wednesday,August,2021,3
2021-08-05,        931,     66.716,66716,931,11.108200083197064,6.836259277277067,0.1970101173526686,0.01079924102176033,Thursday,August,2021,4
2021-08-06,        916,     71.155,71155,916,11.17261587511776,6.82001636467413,0.06441579192069646,-0.01624291260293731,Friday,August,2021,5
2021-08-07,        834,     57.820,57820,834,10.965090015570338,6.726233402358747,-0.2075258595474221,-0.09378296231538297,Saturday,August,2021,6
2021-08-08,        972,     60.937,60937,972,11.017595822578336,6.879355804460439,0.05250580700799823,0.15312240210169215,Sunday,August,2021,7
2021-08-09,      1.082,     59.747,59747,1082,10.997874259328212,6.9865664594064265,-0.01972156325012442,0.10721065494598747,Monday,August,2021,1
2021-08-10,      1.066,     52.833,52833,1066,10.874891274463195,6.97166860472579,-0.12298298486501658,-0.014897854680636868,Tuesday,August,2021,2
2021-08-11,        989,     54.336,54336,989,10.90294226967102,6.8966943316227125,0.02805099520782406,-0.07497427310307714,Wednesday,August,2021,3
2021-08-12,      1.001,     69.998,69998,1001,11.156221949194753,6.90875477931522,0.2532796795237342,0.012060447692507914,Thursday,August,2021,4
2021-08-13,        963,     67.013,67013,963,11.112641909402493,6.870053411798126,-0.04358003979226055,-0.03870136751709463,Friday,August,2021,5
2021-08-14,        821,     45.326,45326,821,10.721636098258875,6.710523109452428,-0.3910058111436179,-0.15953030234569798,Saturday,August,2021,6
2021-08-15,        936,     59.034,59034,936,10.985868828093821,6.841615476477592,0.26423272983494606,0.1310923670251638,Sunday,August,2021,7
2021-08-16,      1.101,     68.419,68419,1101,11.133405842815316,7.00397413672268,0.14753701472149494,0.16235866024508816,Monday,August,2021,1
2021-08-17,      1.029,     66.544,66544,1029,11.105618661982692,6.9363427358340495,-0.027787180832623548,-0.06763140088863029,Tuesday,August,2021,2
2021-08-18,        973,     69.426,69426,973,11.148016716104392,6.880384082186005,0.0423980541216995,-0.05595865364804453,Wednesday,August,2021,3
2021-08-19,      1.016,     83.641,83641,1016,11.33428910947301,6.923628628138427,0.18627239336861834,0.04324454595242244,Thursday,August,2021,4
2021-08-20,        988,     74.762,74762,988,11.222065013485606,6.895682697747868,-0.11222409598740413,-0.02794593039055915,Friday,August,2021,5
2021-08-21,        763,     48.421,48421,763,10.78768888290167,6.637258031284457,-0.43437613058393687,-0.25842466646341133,Saturday,August,2021,6
2021-08-22,        984,     61.586,61586,984,11.028189850963978,6.891625897052253,0.24050096806230847,0.25436786576779635,Sunday,August,2021,7
2021-08-23,      1.041,     79.251,79251,1041,11.280375309956447,6.947937068614969,0.2521854589924697,0.056311171562716034,Monday,August,2021,1
2021-08-24,      1.014,     73.737,73737,1014,11.208259987478034,6.921658184151129,-0.0721153224784139,-0.026278884463840413,Tuesday,August,2021,2
2021-08-25,        949,     80.615,80615,949,11.29744001539784,6.855408798609928,0.08918002791980584,-0.06624938554120074,Wednesday,August,2021,3
2021-08-26,      1.017,     89.348,89348,1017,11.400294136453448,6.92461239604856,0.10285412105560887,0.0692035974386318,Thursday,August,2021,4
2021-08-27,        739,     76.031,76031,739,11.238896430838867,6.6052979209482015,-0.161397705614581,-0.3193144751003585,Friday,August,2021,5
2021-08-28,        671,     47.486,47486,671,10.768190209737188,6.508769136971682,-0.47070622110167903,-0.09652878397651943,Saturday,August,2021,6
2021-08-29,        775,     57.656,57656,775,10.962249596604277,6.652863029353347,0.1940593868670888,0.14409389238166526,Sunday,August,2021,7
2021-08-30,        908,     69.702,69702,908,11.15198429074153,6.811244378601294,0.1897346941372522,0.15838134924794645,Monday,August,2021,1
2021-08-31,        811,     64.902,64902,811,11.080633718858344,6.698268054115413,-0.07135057188318505,-0.11297632448588057,Tuesday,August,2021,2
2021-09-01,        719,     60.598,60598,719,11.012017168212456,6.577861357721047,-0.06861655064588845,-0.12040669639436619,Wednesday,September,2021,3
2021-09-02,        588,     69.561,69561,588,11.14995934444309,6.376726947898627,0.13794217623063432,-0.20113440982242015,Thursday,September,2021,4
2021-09-03,        539,     55.040,55040,539,10.915815472607225,6.289715570908998,-0.23414387183586527,-0.08701137698962924,Friday,September,2021,5
2021-09-04,        419,     34.193,34193,419,10.439776223738649,6.037870919922137,-0.4760392488685756,-0.25184465098686015,Saturday,September,2021,6
2021-09-05,        471,     43.773,43773,471,10.686772467932132,6.154858094016418,0.24699624419348254,0.11698717409428028,Sunday,September,2021,7
2021-09-06,        589,     59.322,59322,589,10.990735511125187,6.3784261836515865,0.3039630431930558,0.22356808963516883,Monday,September,2021,1
2021-09-07,        612,     51.880,51880,612,10.85668863843038,6.416732282512326,-0.13404687269480675,0.038306098860739546,Tuesday,September,2021,2
2021-09-08,        499,     48.922,48922,499,10.797982472039825,6.212606095751519,-0.05870616639055548,-0.2041261867608073,Wednesday,September,2021,3
2021-09-09,        492,     55.014,55014,492,10.915342977277955,6.198478716492308,0.11736050523813013,-0.014127379259210926,Thursday,September,2021,4
2021-09-10,        384,     45.418,45418,384,10.723663781224614,5.950642552587727,-0.19167919605334127,-0.24783616390458096,Friday,September,2021,5
2021-09-11,        308,     28.740,28740,308,10.266045159633016,5.730099782973574,-0.45761862159159783,-0.22054276961415287,Saturday,September,2021,6
2021-09-12,        328,     34.822,34822,328,10.458004649926544,5.793013608384144,0.19195949029352732,0.06291382541057011,Sunday,September,2021,7
2021-09-13,        408,     46.176,46176,408,10.740215461573598,6.0112671744041615,0.2822108116470545,0.21825356602001733,Monday,September,2021,1
2021-09-14,        345,     41.398,41398,345,10.630987849467736,5.84354441703136,-0.10922761210586174,-0.1677227573728013,Tuesday,September,2021,2
2021-09-15,        317,     40.243,40243,317,10.602691354678605,5.75890177387728,-0.028296494789131543,-0.08464264315407988,Wednesday,September,2021,3
2021-09-16,        311,     47.199,47199,311,10.762127984908533,5.739792912179234,0.15943663022992816,-0.019108861698046375,Thursday,September,2021,4
2021-09-17,        313,     36.721,36721,313,10.51110407747908,5.746203190540153,-0.25102390742945246,0.006410278360919008,Friday,September,2021,5
2021-09-18,        207,     23.252,23252,207,10.054146428821241,5.332718793265369,-0.4569576486578395,-0.41348439727478414,Saturday,September,2021,6
2021-09-19,        272,     29.043,29043,272,10.276532769388181,5.605802066295998,0.22238634056694018,0.27308327303062896,Sunday,September,2021,7
2021-09-20,        381,     41.170,41170,381,10.62546511476395,5.942799375126701,0.34893234537576845,0.33699730883070345,Monday,September,2021,1
2021-09-21,        348,     37.399,37399,348,10.529399245077244,5.8522024797744745,-0.09606586968670605,-0.0905968953522267,Tuesday,September,2021,2
2021-09-22,        370,     37.834,37834,370,10.54096344822561,5.91350300563827,0.011564203148365593,0.06130052586379531,Wednesday,September,2021,3
2021-09-23,        376,     41.669,41669,376,10.637512726048387,5.929589143389895,0.09654927782277767,0.01608613775162482,Thursday,September,2021,4
2021-09-24,        355,     34.464,34464,355,10.447670579956116,5.872117789475416,-0.18984214609227124,-0.05747135391447866,Friday,September,2021,5
2021-09-25,        337,     21.506,21506,337,9.976087244950472,5.820082930352362,-0.47158333500564353,-0.05203485912305439,Saturday,September,2021,6
2021-09-26,        357,     28.538,28538,357,10.258991811490521,5.877735781779639,0.2829045665400489,0.05765285142727716,Sunday,September,2021,7
2021-09-27,        487,     40.217,40217,487,10.602045070788348,6.18826412308259,0.34305325929782704,0.3105283413029509,Monday,September,2021,1
2021-09-28,        538,     37.698,37698,538,10.537362321631003,6.2878585601617845,-0.0646827491573454,0.0995944370791948,Tuesday,September,2021,2
2021-09-29,        413,     38.250,38250,413,10.551898839254681,6.023447592961033,0.01453651762367869,-0.2644109672007513,Wednesday,September,2021,3
2021-09-30,        444,     42.467,42467,444,10.656482582714847,6.095824562432225,0.10458374346016619,0.07237696947119154,Thursday,September,2021,4
2021-10-01,        397,     34.222,34222,397,10.440623991091917,5.983936280687191,-0.21585859162293097,-0.11188828174503396,Friday,October,2021,5
2021-10-02,        325,     22.809,22809,325,10.034910473896547,5.783825182329737,-0.40571351719536963,-0.20011109835745344,Saturday,October,2021,6
2021-10-03,        409,     29.487,29487,409,10.291704767234739,6.013715156042802,0.25679429333819215,0.22988997371306485,Sunday,October,2021,7
2021-10-04,        570,     41.853,41853,570,10.641918757936217,6.345636360828596,0.3502139907014783,0.331921204785794,Monday,October,2021,1
2021-10-05,        561,     39.078,39078,561,10.573314927774456,6.329720905522696,-0.06860383016176108,-0.015915455305900217,Tuesday,October,2021,2
2021-10-06,        635,     38.077,38077,635,10.54736570428927,6.453624998892692,-0.02594922348518658,0.12390409336999575,Wednesday,October,2021,3
2021-10-07,        659,     46.311,46311,659,10.74313479284995,6.490723534502507,0.19576908856068087,0.037098535609815464,Thursday,October,2021,4
2021-10-08,        608,     38.900,38900,608,10.568749529606537,6.410174881966167,-0.17438526324341375,-0.08054865253633992,Friday,October,2021,5
2021-10-09,        470,     27.444,27444,470,10.21990284381078,6.152732694704104,-0.3488466857957562,-0.2574421872620629,Saturday,October,2021,6
2021-10-10,        555,     37.056,37056,555,10.520185560932667,6.318968113746434,0.3002827171218865,0.16623541904233008,Sunday,October,2021,7
2021-10-11,        752,     54.403,54403,752,10.904174578382314,6.62273632394984,0.38398901744964675,0.3037682102034056,Monday,October,2021,1
2021-10-12,        762,     53.789,53789,762,10.89282426427834,6.635946555686647,-0.011350314103973247,0.013210231736806577,Tuesday,October,2021,2
2021-10-13,        751,     56.095,56095,751,10.934801960979065,6.621405651764134,0.04197769670072482,-0.014540903922512172,Wednesday,October,2021,3
2021-10-14,        774,     70.186,70186,774,11.158904139925626,6.651571873589727,0.22410217894656093,0.03016622182559292,Thursday,October,2021,4
2021-10-15,        657,     56.834,56834,657,10.947890017174078,6.48768401848461,-0.21101412275154807,-0.16388785510511727,Friday,October,2021,5
2021-10-16,        604,     39.676,39676,604,10.588501749865884,6.403574197934815,-0.3593882673081943,-0.08410982054979499,Saturday,October,2021,6
2021-10-17,        718,     40.730,40730,718,10.614720200642457,6.576469569048224,0.026218450776573476,0.1728953711134089,Sunday,October,2021,7
2021-10-18,        967,     54.152,54152,967,10.899550186188444,6.874198495453294,0.2848299855459864,0.2977289264050702,Monday,October,2021,1
2021-10-19,      1.124,     55.523,55523,1124,10.924552628303003,7.024649030453636,0.02500244211455893,0.150450535000342,Tuesday,October,2021,2
2021-10-20,      1.289,     70.881,70881,1289,11.168757693531585,7.161622002939187,0.24420506522858254,0.13697297248555085,Wednesday,October,2021,3
2021-10-21,      1.403,     90.826,90826,1403,11.416700867213212,7.246368080102461,0.24794317368162666,0.08474607716327398,Thursday,October,2021,4
2021-10-22,      1.246,     70.424,70424,1246,11.162289393140743,7.1276936993473985,-0.25441147407246945,-0.11867438075506254,Friday,October,2021,5
2021-10-23,      1.201,     54.824,54824,1201,10.91188333326566,7.0909098220799835,-0.2504060598750826,-0.036783877267414944,Saturday,October,2021,6
2021-10-24,      1.443,     71.426,71426,1443,11.176417227701,7.274479558773871,0.26453389443534014,0.18356973669388754,Sunday,October,2021,7
2021-10-25,      1.624,     87.534,87534,1624,11.37978256829995,7.392647520721623,0.20336534059894973,0.11816796194775225,Monday,October,2021,1
2021-10-26,      1.909,     86.954,86954,1909,11.373134522174562,7.554334823725748,-0.006648046125388163,0.1616873030041246,Tuesday,October,2021,2
2021-10-27,      1.829,     89.212,89212,1829,11.398770838667849,7.511524648390866,0.025636316493287126,-0.04281017533488196,Wednesday,October,2021,3
2021-10-28,      1.775,    111.770,111770,1775,11.624198467379657,7.4815557019095165,0.22542762871180777,-0.029968946481349512,Thursday,October,2021,4
2021-10-29,      1.621,     98.641,98641,1621,11.49924227566194,7.390798521735676,-0.12495619171771644,-0.09075718017384027,Friday,October,2021,5
2021-10-30,      1.408,     69.801,69801,1408,11.153403615295403,7.249925536717988,-0.3458386603665371,-0.14087298501768863,Saturday,October,2021,6
2021-10-31,      1.710,     85.292,85292,1710,11.353835942446125,7.444248649496705,0.2004323271507218,0.19432311277871772,Sunday,October,2021,7
2021-11-01,      2.219,    121.027,121027,2219,11.703768940182607,7.704811922932594,0.3499329977364827,0.2605632734358885,Monday,November,2021,1
2021-11-02,      2.328,    120.255,120255,2328,11.697369767145162,7.752764808851328,-0.006399173037445749,0.04795288591873437,Tuesday,November,2021,2
2021-11-03,      2.311,    114.557,114557,2311,11.648827794700745,7.745435610274381,-0.048541972444416714,-0.007329198576947249,Wednesday,November,2021,3
2021-11-04,      2.350,    145.067,145067,2350,11.884950983647238,7.762170607138205,0.2361231889464932,0.01673499686382396,Thursday,November,2021,4
2021-11-05,      2.222,    127.982,127982,2222,11.759644908013131,7.706162970199576,-0.12530607563410712,-0.05600763693862909,Friday,November,2021,5
2021-11-06,      1.963,     88.943,88943,1963,11.395750994100725,7.5822291942764615,-0.3638939139124062,-0.12393377592311428,Saturday,November,2021,6
2021-11-07,      2.583,    112.979,112979,2583,11.63495723971599,7.8567067930958405,0.23920624561526438,0.27447759881937905,Sunday,November,2021,7
2021-11-08,      3.327,    151.412,151412,3327,11.92775987708234,8.109826276018477,0.2928026373663499,0.25311948292263686,Monday,November,2021,1
2021-11-09,      3.542,    168.940,168940,3542,12.037298901281488,8.17244681834278,0.10953902419914918,0.06262054232430181,Tuesday,November,2021,2
2021-11-10,      3.502,    156.802,156802,3502,11.96273914191914,8.161089512845797,-0.07455975936234793,-0.011357305496982661,Wednesday,November,2021,3
2021-11-11,      3.430,    191.426,191426,3430,12.162256589945738,8.140315540159985,0.19951744802659732,-0.02077397268581116,Thursday,November,2021,4
2021-11-12,      2.964,    155.512,155512,2964,11.95447817804195,7.994294986415977,-0.20777841190378865,-0.14602055374400802,Friday,November,2021,5
2021-11-13,      2.883,    115.609,115609,2883,11.657969086861177,7.9665866976384025,-0.29650909118077173,-0.027708288777574808,Saturday,November,2021,6
2021-11-14,      3.054,    127.560,127560,3054,11.756342121123994,8.024207485778577,0.09837303426281707,0.05762078814017446,Sunday,November,2021,7
2021-11-15,      4.490,    171.127,171127,4490,12.050161249885493,8.4096079807363,0.2938191287614984,0.38540049495772344,Monday,November,2021,1
2021-11-16,      4.098,    170.672,170672,4098,12.047498864865265,8.318254328798846,-0.0026623850202280863,-0.09135365193745493,Tuesday,November,2021,2
2021-11-17,      3.917,    165.184,165184,3917,12.014815283078285,8.27308133366583,-0.03268358178697994,-0.04517299513301509,Wednesday,November,2021,3
2021-11-18,      4.149,    196.442,196442,4149,12.188122501327172,8.330622620332868,0.17330721824888684,0.057541286667037284,Thursday,November,2021,4
2021-11-19,      4.081,    175.515,175515,4081,12.075479788321168,8.314097335405807,-0.1126427130060037,-0.01652528492706118,Friday,November,2021,5
2021-11-20,      3.691,    131.132,131132,3691,11.783959728449119,8.213652703029998,-0.2915200598720489,-0.10044463237580814,Saturday,November,2021,6
2021-11-21,      3.660,    140.030,140030,3660,11.849611964349823,8.205218426395412,0.06565223590070346,-0.008434276634586624,Sunday,November,2021,7
2021-11-22,      4.472,    180.699,180699,4472,12.104587942530696,8.405591014834934,0.25497597818087314,0.20037258843952266,Monday,November,2021,1
2021-11-23,      4.667,    184.799,184799,4667,12.127024026919669,8.448271745949816,0.022436084388973043,0.042680731114881354,Tuesday,November,2021,2
2021-11-24,      3.983,    180.895,180895,3983,12.105672031421529,8.289790583181643,-0.02135199549814004,-0.15848116276817237,Wednesday,November,2021,3
